# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ASPP	FBgn0034606	FBtr0071622	protein_coding	0	49	9	1293	15	2	4	205	0	866	9	0	0	0	2	0	0	0	0	45	205
ASPP	FBgn0034606	FBtr0071623	protein_coding	0	50	10	463	15	1	5	205	0	76	10	0	0	0	2	0	0	0	0	47	164
ASPP	FBgn0034606	FBtr0330232	protein_coding	0	50	9	1295	15	3	15	205	0	866	9	0	0	0	2	0	0	0	0	45	196
ATP7	FBgn0030343	FBtr0273257	protein_coding	0	26	4	170	0	0	1	20	0	77	4	0	0	0	0	0	0	0	0	26	72
ATP7	FBgn0030343	FBtr0334454	protein_coding	0	26	4	183	4	0	1	29	0	77	4	0	0	0	0	0	0	0	0	26	72
ATP8B	FBgn0037989	FBtr0300351	protein_coding	0	38	17	310	25	1	2	94	0	112	17	0	0	0	7	0	0	0	0	31	83
ATP8B	FBgn0037989	FBtr0307015	protein_coding	0	36	15	532	25	1	9	94	0	316	15	0	0	0	7	0	0	0	0	29	94
ATP8B	FBgn0037989	FBtr0307016	protein_coding	0	36	11	318	25	1	2	94	0	120	11	0	0	0	7	0	0	0	0	29	83
ATP8B	FBgn0037989	FBtr0339643	protein_coding	0	34	9	540	25	1	9	94	0	324	9	0	0	0	7	0	0	0	0	27	94
ATP8B	FBgn0037989	FBtr0339644	protein_coding	0	35	14	534	25	1	9	94	0	318	14	0	0	0	7	0	0	0	0	28	94
ATP8B	FBgn0037989	FBtr0339645	protein_coding	0	36	15	532	25	1	9	94	0	316	15	0	0	0	7	0	0	0	0	29	94
ATP8B	FBgn0037989	FBtr0339646	protein_coding	0	35	14	534	25	1	9	94	0	318	14	0	0	0	7	0	0	0	0	28	94
ATPCL	FBgn0020236	FBtr0300596	protein_coding	0	54	3	248	4	0	3	95	0	52	3	0	0	0	2	0	0	0	0	52	96
ATPCL	FBgn0020236	FBtr0300597	protein_coding	0	54	3	254	11	0	3	94	0	52	3	0	0	0	2	0	0	0	0	52	96
ATPCL	FBgn0020236	FBtr0300598	protein_coding	0	53	3	224	4	0	1	95	0	41	3	0	0	0	1	0	0	0	0	52	84
ATPCL	FBgn0020236	FBtr0340016	protein_coding	0	53	3	224	4	0	1	95	0	41	3	0	0	0	1	0	0	0	0	52	84
ATPsyn-Cf6	FBgn0016119	FBtr0084432	protein_coding	0	8	1	322	6	0	1	163	0	16	1	0	0	0	1	0	0	0	0	7	137
ATPsyn-Cf6	FBgn0016119	FBtr0305982	protein_coding	0	8	1	321	8	0	8	162	0	8	1	0	0	0	1	0	0	0	0	7	136
ATPsyn-Cf6	FBgn0016119	FBtr0333777	protein_coding	0	8	1	326	10	0	1	163	0	16	1	0	0	0	1	0	0	0	0	7	137
ATPsyn-b	FBgn0019644	FBtr0076405	protein_coding	0	12	1	238	0	0	1	146	0	13	1	0	0	0	1	0	0	0	0	11	79
ATPsyn-d	FBgn0016120	FBtr0083727	protein_coding	0	8	0	250	0	0	0	121	0	3	0	0	0	0	0	0	0	0	0	8	126
ATPsyn-d	FBgn0016120	FBtr0083728	protein_coding	0	8	0	249	0	0	1	120	0	2	0	0	0	0	0	0	0	0	0	8	126
ATPsyn-d	FBgn0016120	FBtr0346155	protein_coding	0	8	0	250	6	0	1	115	0	2	0	0	0	0	0	0	0	0	0	8	126
ATPsyn-gamma	FBgn0020235	FBtr0085539	protein_coding	0	8	0	243	1	0	0	153	0	0	0	0	0	0	0	0	0	0	0	8	89
ATPsyn-gamma	FBgn0020235	FBtr0085540	protein_coding	0	11	0	245	1	3	12	153	0	0	0	0	0	0	0	0	0	0	0	8	79
ATPsyn-gamma	FBgn0020235	FBtr0085541	protein_coding	0	8	0	243	1	0	0	153	0	0	0	0	0	0	0	0	0	0	0	8	89
ATbp	FBgn0039946	FBtr0301978	protein_coding	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
Aac11	FBgn0027885	FBtr0081001	protein_coding	0	15	4	137	7	0	5	54	0	22	4	0	0	0	3	0	0	0	0	12	52
Aatf	FBgn0031851	FBtr0079299	protein_coding	0	25	23	242	2	0	3	77	0	3	23	0	0	0	0	0	0	0	0	25	157
Aats-ala	FBgn0027094	FBtr0079721	protein_coding	0	52	6	276	5	0	0	141	0	9	6	0	0	0	1	0	0	0	0	51	122
Aats-ala	FBgn0027094	FBtr0079722	protein_coding	0	54	6	270	5	2	4	141	0	4	6	0	0	0	1	0	0	0	0	51	117
Aats-ala-m	FBgn0028962	FBtr0077168	protein_coding	0	90	25	391	7	1	2	168	0	44	25	0	0	0	12	0	0	0	0	81	178
Aats-arg	FBgn0027093	FBtr0074178	protein_coding	0	12	7	81	0	0	1	24	0	5	7	0	0	0	0	0	0	0	0	12	51
Aats-asn	FBgn0086443	FBtr0081162	protein_coding	0	13	5	140	3	0	3	78	0	1	5	0	0	0	0	0	0	0	0	13	55
Aats-asn	FBgn0086443	FBtr0332578	protein_coding	0	13	5	144	4	0	3	81	0	1	5	0	0	0	0	0	0	0	0	13	55
Aats-asp	FBgn0002069	FBtr0087784	protein_coding	0	14	5	244	2	0	2	112	0	28	5	0	0	0	2	0	0	0	0	12	102
Aats-asp	FBgn0002069	FBtr0332882	protein_coding	0	15	5	291	2	1	8	112	0	98	5	0	0	0	2	0	0	0	0	12	73
Aats-asp	FBgn0002069	FBtr0339391	protein_coding	0	14	5	242	2	0	0	112	0	26	5	0	0	0	2	0	0	0	0	12	104
Aats-cys	FBgn0027091	FBtr0087234	protein_coding	0	64	11	345	3	0	6	146	0	21	11	0	0	0	7	0	0	0	0	59	174
Aats-gln	FBgn0027090	FBtr0084866	protein_coding	0	12	8	136	2	0	1	47	0	0	8	0	0	0	0	0	0	0	0	12	86
Aats-glupro	FBgn0005674	FBtr0084511	protein_coding	0	77	20	249	4	0	0	150	0	26	20	0	0	0	1	0	0	0	0	76	70
Aats-glupro	FBgn0005674	FBtr0084512	protein_coding	0	49	15	241	4	0	0	150	0	9	15	0	0	0	0	0	0	0	0	49	78
Aats-gly	FBgn0027088	FBtr0075632	protein_coding	0	27	8	126	0	0	1	73	0	2	8	0	0	0	2	0	0	0	0	25	52
Aats-gly	FBgn0027088	FBtr0075633	protein_coding	0	26	9	126	0	0	1	73	0	0	9	0	0	0	0	0	0	0	0	26	52
Aats-gly	FBgn0027088	FBtr0333934	protein_coding	0	27	9	125	0	0	0	73	0	1	9	0	0	0	1	0	0	0	0	26	52
Aats-his	FBgn0027087	FBtr0074593	protein_coding	0	27	2	218	2	0	3	71	0	52	2	0	0	0	1	0	0	0	0	26	91
Aats-his	FBgn0027087	FBtr0333804	protein_coding	0	27	2	218	2	0	4	71	0	51	2	0	0	0	1	0	0	0	0	26	91
Aats-his	FBgn0027087	FBtr0333805	protein_coding	0	27	2	218	2	0	3	71	0	52	2	0	0	0	1	0	0	0	0	26	91
Aats-his	FBgn0027087	FBtr0333806	protein_coding	0	28	2	218	2	1	16	71	0	39	2	0	0	0	1	0	0	0	0	26	91
Aats-ile	FBgn0027086	FBtr0078498	protein_coding	0	11	4	29	0	0	0	12	0	4	4	0	0	0	1	0	0	0	0	10	14
Aats-ile	FBgn0027086	FBtr0078499	protein_coding	0	11	4	29	0	0	0	12	0	4	4	0	0	0	1	0	0	0	0	10	14
Aats-ile	FBgn0027086	FBtr0078500	protein_coding	0	11	4	29	0	0	0	12	0	4	4	0	0	0	1	0	0	0	0	10	14
Aats-leu	FBgn0027085	FBtr0073348	protein_coding	0	33	14	239	15	1	2	110	0	4	14	0	0	0	0	0	0	0	0	32	108
Aats-lys	FBgn0027084	FBtr0071366	protein_coding	0	17	2	142	1	0	0	52	0	11	2	0	0	0	2	0	0	0	0	15	79
Aats-lys	FBgn0027084	FBtr0071367	protein_coding	0	19	3	138	1	0	0	52	0	8	3	0	0	0	2	0	0	0	0	17	78
Aats-lys	FBgn0027084	FBtr0303560	protein_coding	0	19	3	138	1	0	0	52	0	8	3	0	0	0	2	0	0	0	0	17	78
Aats-met	FBgn0027083	FBtr0082895	protein_coding	0	20	12	210	0	0	0	63	0	98	12	0	0	0	0	0	0	0	0	20	49
Aats-met	FBgn0027083	FBtr0337021	protein_coding	0	20	12	213	11	0	0	55	0	98	12	0	0	0	0	0	0	0	0	20	49
Aats-met	FBgn0027083	FBtr0347148	protein_coding	0	20	12	237	37	0	0	53	0	98	12	0	0	0	0	0	0	0	0	20	49
Aats-phe	FBgn0020766	FBtr0087594	protein_coding	0	16	4	153	0	0	0	58	0	4	4	0	0	0	1	0	0	0	0	15	92
Aats-pro	FBgn0027082	FBtr0072948	protein_coding	0	33	18	299	1	1	11	155	0	9	18	0	0	0	0	0	0	0	0	32	123
Aats-pro	FBgn0027082	FBtr0333447	protein_coding	0	10	4	336	38	1	11	155	0	9	4	0	0	0	0	0	0	0	0	9	123
Aats-ser	FBgn0021750	FBtr0083086	protein_coding	0	8	3	86	1	0	1	33	0	0	3	0	0	0	0	0	0	0	0	8	51
Aats-ser	FBgn0021750	FBtr0334589	protein_coding	0	8	3	93	6	0	1	35	0	0	3	0	0	0	0	0	0	0	0	8	51
Aats-thr	FBgn0027081	FBtr0080331	protein_coding	0	27	3	269	1	0	2	139	0	18	3	0	0	0	2	0	0	0	0	25	111
Aats-thr	FBgn0027081	FBtr0080332	protein_coding	0	29	4	267	1	1	3	139	0	15	4	0	0	0	2	0	0	0	0	26	111
Aats-thr	FBgn0027081	FBtr0080333	protein_coding	0	27	3	263	1	0	0	139	0	8	3	0	0	0	2	0	0	0	0	25	117
Aats-thr	FBgn0027081	FBtr0346436	protein_coding	0	30	4	286	21	1	3	138	0	15	4	0	0	0	3	0	0	0	0	26	111
Aats-trp	FBgn0010803	FBtr0081981	protein_coding	0	6	2	156	7	0	5	57	0	2	2	0	0	0	1	0	0	0	0	5	86
Aats-tyr	FBgn0027080	FBtr0075410	protein_coding	0	19	4	188	1	0	0	98	0	4	4	0	0	0	1	0	0	0	0	18	86
Aats-tyr-m	FBgn0035064	FBtr0072429	protein_coding	0	4	3	51	0	0	0	20	0	1	3	0	0	0	0	0	0	0	0	4	30
Aats-val	FBgn0027079	FBtr0087734	protein_coding	0	63	9	222	5	2	4	88	0	12	9	0	0	0	3	0	0	0	0	59	115
Aats-val	FBgn0027079	FBtr0087735	protein_coding	0	61	9	215	5	0	1	88	0	10	9	0	0	0	3	0	0	0	0	59	113
Aats-val	FBgn0027079	FBtr0333148	protein_coding	0	63	9	222	5	2	4	88	0	12	9	0	0	0	3	0	0	0	0	59	115
Abd-B	FBgn0000015	FBtr0083381	protein_coding	0	15	0	565	14	0	7	62	0	406	0	0	0	0	3	0	0	0	0	13	78
Abd-B	FBgn0000015	FBtr0083382	protein_coding	0	15	0	531	14	0	3	62	0	370	0	0	0	0	3	0	0	0	0	13	84
Abd-B	FBgn0000015	FBtr0083383	protein_coding	0	16	0	331	14	1	5	62	0	212	0	0	0	0	3	0	0	0	0	13	40
Abd-B	FBgn0000015	FBtr0083384	protein_coding	0	24	3	217	14	6	14	62	0	51	3	0	0	0	3	0	0	0	0	16	78
Abd-B	FBgn0000015	FBtr0083385	protein_coding	0	15	0	690	19	0	5	66	0	523	0	0	0	0	3	0	0	0	0	13	79
Abd-B	FBgn0000015	FBtr0330709	protein_coding	0	15	0	186	14	0	0	62	0	31	0	0	0	0	3	0	0	0	0	13	81
Abd-B	FBgn0000015	FBtr0346764	protein_coding	0	15	0	186	14	0	0	62	0	31	0	0	0	0	3	0	0	0	0	13	81
Abi	FBgn0020510	FBtr0082910	protein_coding	0	23	1	196	6	0	4	74	0	33	1	0	0	0	4	0	0	0	0	19	83
Abi	FBgn0020510	FBtr0112896	protein_coding	0	22	1	195	6	0	1	74	0	32	1	0	0	0	3	0	0	0	0	19	85
Abi	FBgn0020510	FBtr0307076	protein_coding	0	23	1	196	6	0	3	74	0	34	1	0	0	0	4	0	0	0	0	19	83
Abi	FBgn0020510	FBtr0307077	protein_coding	0	24	1	195	6	0	4	74	0	33	1	0	0	0	5	0	0	0	0	19	83
Abi	FBgn0020510	FBtr0337096	protein_coding	0	23	1	196	6	0	4	74	0	33	1	0	0	0	4	0	0	0	0	19	83
Abi	FBgn0020510	FBtr0337097	protein_coding	0	23	1	196	6	0	3	74	0	34	1	0	0	0	4	0	0	0	0	19	83
Abl	FBgn0000017	FBtr0075357	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0112790	protein_coding	0	15	3	353	5	0	3	13	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330130	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330131	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330132	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330133	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330134	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330135	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0330136	protein_coding	0	15	3	339	1	0	3	3	0	272	3	0	0	0	1	0	0	0	0	14	61
Abl	FBgn0000017	FBtr0345369	protein_coding	0	15	3	353	5	0	3	13	0	272	3	0	0	0	1	0	0	0	0	14	61
Abp1	FBgn0036372	FBtr0075819	protein_coding	0	22	3	186	4	1	8	89	0	6	3	0	0	0	2	0	0	0	0	20	80
Ac13E	FBgn0022710	FBtr0074073	protein_coding	0	44	10	213	7	1	4	54	0	81	10	0	0	0	5	0	0	0	0	38	71
Ac13E	FBgn0022710	FBtr0100142	protein_coding	0	44	10	221	8	1	4	61	0	81	10	0	0	0	5	0	0	0	0	38	71
Ac13E	FBgn0022710	FBtr0332497	protein_coding	0	42	10	655	7	0	6	57	0	547	10	0	0	0	3	0	0	0	0	39	40
Ac3	FBgn0023416	FBtr0085897	protein_coding	0	10	4	73	9	1	3	2	0	36	4	0	0	0	0	0	0	0	0	9	23
Ac3	FBgn0023416	FBtr0100324	protein_coding	0	4	3	69	4	1	3	17	0	22	3	0	0	0	0	0	0	0	0	3	23
Ac76E	FBgn0004852	FBtr0074897	protein_coding	0	20	4	477	6	1	2	28	0	389	4	0	0	0	5	0	0	0	0	15	56
Ac76E	FBgn0004852	FBtr0304746	protein_coding	0	21	4	476	6	1	2	28	0	388	4	0	0	0	5	0	0	0	0	16	56
Ac78C	FBgn0024150	FBtr0301701	protein_coding	0	19	12	320	6	0	8	37	0	235	12	0	0	0	1	0	0	0	0	18	35
Ac78C	FBgn0024150	FBtr0305501	protein_coding	0	11	6	132	6	0	0	37	0	44	6	0	0	0	1	0	0	0	0	10	46
Ac78C	FBgn0024150	FBtr0330066	protein_coding	0	19	12	124	6	0	1	37	0	75	12	0	0	0	1	0	0	0	0	18	6
Ac78C	FBgn0024150	FBtr0330067	protein_coding	0	20	12	319	5	0	8	37	0	235	12	0	0	0	1	0	0	0	0	19	35
Ac78C	FBgn0024150	FBtr0333358	protein_coding	0	19	12	320	6	0	8	37	0	235	12	0	0	0	1	0	0	0	0	18	35
AcCoAS	FBgn0012034	FBtr0078413	protein_coding	0	11	1	157	7	0	1	34	0	67	1	0	0	0	1	0	0	0	0	10	49
AcCoAS	FBgn0012034	FBtr0078414	protein_coding	0	10	0	113	3	0	1	35	0	34	0	0	0	0	1	0	0	0	0	9	41
AcCoAS	FBgn0012034	FBtr0333126	protein_coding	0	11	1	152	3	0	0	35	0	67	1	0	0	0	1	0	0	0	0	10	48
Acam	FBgn0011273	FBtr0084904	protein_coding	0	2	0	146	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	2	88
Acam	FBgn0011273	FBtr0301963	protein_coding	0	5	0	152	0	3	11	58	0	0	0	0	0	0	0	0	0	0	0	2	83
Ace	FBgn0000024	FBtr0082780	protein_coding	0	18	5	592	41	0	12	99	0	370	5	0	0	0	2	0	0	0	0	17	71
Ace	FBgn0000024	FBtr0300486	protein_coding	0	18	5	528	11	0	8	59	0	380	5	0	0	0	2	0	0	0	0	17	71
Ace	FBgn0000024	FBtr0335223	protein_coding	0	19	5	617	7	0	12	91	0	437	5	0	0	0	2	0	0	0	0	18	71
Acer	FBgn0016122	FBtr0079685	protein_coding	0	32	4	184	0	0	7	89	0	20	4	0	0	0	0	0	0	0	0	32	68
Acer	FBgn0016122	FBtr0333416	protein_coding	0	32	4	198	16	0	7	87	0	20	4	0	0	0	0	0	0	0	0	32	68
Acf1	FBgn0027620	FBtr0085845	protein_coding	0	19	11	89	0	0	5	48	0	5	11	0	0	0	1	0	0	0	0	18	32
Ack	FBgn0028484	FBtr0073211	protein_coding	0	75	12	299	2	0	8	120	0	59	12	0	0	0	3	0	0	0	0	72	113
Ack-like	FBgn0263998	FBtr0330329	protein_coding	0	35	7	235	5	0	0	9	0	103	7	0	0	0	1	0	0	0	0	34	119
Ack-like	FBgn0263998	FBtr0330330	protein_coding	0	42	12	223	3	0	0	58	0	44	12	0	0	0	1	0	0	0	0	41	119
Ack-like	FBgn0263998	FBtr0330331	protein_coding	0	36	7	234	5	0	0	9	0	103	7	0	0	0	2	0	0	0	0	34	119
Ack-like	FBgn0263998	FBtr0330332	protein_coding	0	42	12	223	19	0	0	42	0	44	12	0	0	0	1	0	0	0	0	41	119
Acn	FBgn0263198	FBtr0081144	protein_coding	1	8	9	94	0	0	1	48	0	4	9	0	0	0	0	0	1	0	0	8	41
Acn	FBgn0263198	FBtr0081145	protein_coding	1	8	9	95	5	0	0	44	0	5	9	0	0	0	0	0	1	0	0	8	41
Acn	FBgn0263198	FBtr0336842	protein_coding	1	8	9	96	6	0	1	44	0	4	9	0	0	0	0	0	1	0	0	8	41
Acon	FBgn0010100	FBtr0081473	protein_coding	0	4	1	94	0	0	1	41	0	12	1	0	0	0	0	0	0	0	0	4	40
Acon	FBgn0010100	FBtr0300425	protein_coding	0	4	1	94	2	0	1	39	0	12	1	0	0	0	0	0	0	0	0	4	40
Acon	FBgn0010100	FBtr0343871	protein_coding	0	4	1	94	5	0	1	36	0	12	1	0	0	0	0	0	0	0	0	4	40
Acon	FBgn0010100	FBtr0346587	protein_coding	0	4	1	96	5	0	1	36	0	12	1	0	0	0	0	0	0	0	0	4	42
Acox57D-d	FBgn0034629	FBtr0071607	protein_coding	0	43	15	326	2	3	6	108	0	56	15	0	0	0	5	0	0	0	0	37	157
Acox57D-p	FBgn0034628	FBtr0071606	protein_coding	0	34	9	337	4	1	11	142	0	25	9	0	0	0	3	0	0	0	0	30	158
Acox57D-p	FBgn0034628	FBtr0342891	protein_coding	0	33	9	327	4	0	3	142	0	25	9	0	0	0	3	0	0	0	0	30	156
Acp1	FBgn0014454	FBtr0079500	protein_coding	0	7	1	229	9	0	1	21	0	8	1	0	0	0	0	0	0	0	0	7	190
Acp24A4	FBgn0051779	FBtr0110767	protein_coding	0	8	0	406	1	0	2	183	0	5	0	0	0	0	2	0	0	0	0	6	217
Acp24A4	FBgn0051779	FBtr0305673	protein_coding	0	8	0	415	14	0	2	178	0	5	0	0	0	0	2	0	0	0	0	6	218
Acp26Aa	FBgn0002855	FBtr0079155	protein_coding	1	19	17	385	3	0	2	198	0	1	17	0	0	0	1	0	1	0	0	18	182
Acp26Ab	FBgn0002856	FBtr0079156	protein_coding	0	6	4	403	3	0	1	203	0	2	4	0	0	0	1	0	0	0	0	6	194
Acp26Ab	FBgn0002856	FBtr0079157	protein_coding	0	6	4	404	6	0	1	201	0	2	4	0	0	0	1	0	0	0	0	6	194
Acp26Ab	FBgn0002856	FBtr0342618	protein_coding	0	6	4	401	2	0	1	202	0	2	4	0	0	0	1	0	0	0	0	6	194
Acp29AB	FBgn0015583	FBtr0079716	protein_coding	0	15	4	310	1	0	0	162	0	0	4	0	0	0	1	0	0	0	0	14	147
Acp32CD	FBgn0023415	FBtr0080158	protein_coding	0	12	2	220	5	0	0	131	0	3	2	0	0	0	1	0	0	0	0	11	81
Acp32CD	FBgn0023415	FBtr0344020	protein_coding	0	12	2	219	4	0	0	131	0	4	2	0	0	0	1	0	0	0	0	11	81
Acp33A	FBgn0267327	FBtr0080270	protein_coding	0	3	1	293	14	0	1	123	0	0	1	0	0	0	0	0	0	0	0	3	155
Acp36DE	FBgn0011559	FBtr0081054	protein_coding	1	26	23	149	2	0	0	85	0	3	23	0	0	0	2	0	1	0	0	24	61
Acp36DE	FBgn0011559	FBtr0340581	protein_coding	1	26	23	151	4	0	0	85	0	3	23	0	0	0	2	0	1	0	0	24	61
Acp53C14a	FBgn0034152	FBtr0087082	protein_coding	0	8	2	348	1	0	3	192	0	4	2	0	0	0	1	0	0	0	0	7	149
Acp53C14a	FBgn0034152	FBtr0345494	protein_coding	0	8	2	356	8	0	3	193	0	4	2	0	0	0	1	0	0	0	0	7	149
Acp53C14b	FBgn0034153	FBtr0087081	protein_coding	0	8	1	342	1	0	2	194	0	4	1	0	0	0	1	0	0	0	0	7	142
Acp53C14b	FBgn0034153	FBtr0345493	protein_coding	0	10	1	346	10	0	2	189	0	4	1	0	0	0	3	0	0	0	0	7	142
Acp53C14c	FBgn0053530	FBtr0091496	protein_coding	0	10	4	346	0	1	10	196	0	2	4	0	0	0	0	0	0	0	0	9	138
Acp53C14c	FBgn0053530	FBtr0303024	protein_coding	0	10	4	346	0	1	10	196	0	2	4	0	0	0	0	0	0	0	0	9	138
Acp53Ea	FBgn0015584	FBtr0087080	protein_coding	0	10	1	355	1	0	0	195	0	2	1	0	0	0	0	0	0	0	0	10	157
Acp54A1	FBgn0083936	FBtr0110768	protein_coding	0	2	0	256	1	1	4	106	0	0	0	0	0	0	0	0	0	0	0	1	145
Acp62F	FBgn0020509	FBtr0072943	protein_coding	0	6	1	231	7	0	0	100	0	0	1	0	0	0	0	0	0	0	0	6	124
Acp63F	FBgn0015585	FBtr0073182	protein_coding	0	0	0	227	5	0	0	106	0	1	0	0	0	0	0	0	0	0	0	0	115
Acp63F	FBgn0015585	FBtr0346805	protein_coding	0	0	0	225	1	0	0	108	0	1	0	0	0	0	0	0	0	0	0	0	115
Acp65Aa	FBgn0020765	FBtr0077021	protein_coding	0	2	0	101	0	0	2	25	0	1	0	0	0	0	0	0	0	0	0	2	73
Acp76A	FBgn0015586	FBtr0075038	protein_coding	0	6	5	148	0	0	0	56	0	3	5	0	0	0	2	0	0	0	0	4	91
Acp76A	FBgn0015586	FBtr0308781	protein_coding	0	6	5	148	0	0	0	56	0	3	5	0	0	0	2	0	0	0	0	4	91
Acp95EF	FBgn0002863	FBtr0084561	protein_coding	0	0	0	106	0	0	0	46	0	2	0	0	0	0	0	0	0	0	0	0	58
Acp98AB	FBgn0263597	FBtr0310089	protein_coding	1	1	0	290	5	0	0	146	0	0	0	0	0	0	0	0	1	0	0	1	139
Acph-1	FBgn0000032	FBtr0085609	protein_coding	0	19	5	301	5	0	0	168	0	8	5	0	0	0	2	0	0	0	0	18	121
Acph-1	FBgn0000032	FBtr0085610	protein_coding	0	21	5	298	5	2	2	168	0	6	5	0	0	0	2	0	0	0	0	18	118
Acsl	FBgn0263120	FBtr0088699	protein_coding	0	14	2	291	5	0	5	74	0	147	2	0	0	0	4	0	0	0	0	11	63
Acsl	FBgn0263120	FBtr0088700	protein_coding	0	14	2	291	5	0	4	74	0	148	2	0	0	0	4	0	0	0	0	11	63
Acsl	FBgn0263120	FBtr0088701	protein_coding	0	14	2	152	3	0	2	66	0	37	2	0	0	0	4	0	0	0	0	11	47
Acsl	FBgn0263120	FBtr0100426	protein_coding	1	14	2	290	5	0	1	74	0	150	2	0	0	0	4	1	0	0	0	11	63
Acsl	FBgn0263120	FBtr0100427	protein_coding	0	14	2	300	5	0	3	76	0	152	2	0	0	0	4	0	0	0	0	11	67
Acsl	FBgn0263120	FBtr0100428	protein_coding	0	15	2	231	5	0	3	74	0	90	2	0	0	0	5	0	0	0	0	11	62
Acsl	FBgn0263120	FBtr0100429	protein_coding	0	15	2	213	5	1	5	74	0	76	2	0	0	0	4	0	0	0	0	11	56
Acsl	FBgn0263120	FBtr0100430	protein_coding	0	17	2	213	5	3	11	74	0	70	2	0	0	0	4	0	0	0	0	11	56
Acsl	FBgn0263120	FBtr0100431	protein_coding	0	14	2	162	5	0	1	74	0	37	2	0	0	0	4	0	0	0	0	11	48
Acsl	FBgn0263120	FBtr0333001	protein_coding	0	14	2	160	3	0	0	66	0	43	2	0	0	0	4	0	0	0	0	11	51
Act42A	FBgn0000043	FBtr0086029	protein_coding	0	2	0	54	3	0	0	19	0	1	0	0	0	0	0	0	0	0	0	2	31
Act57B	FBgn0000044	FBtr0071519	protein_coding	0	5	0	245	9	0	0	101	0	28	0	0	0	0	0	0	0	0	0	5	107
Act5C	FBgn0000042	FBtr0070822	protein_coding	0	3	0	79	1	0	0	38	0	10	0	0	0	0	0	0	0	0	0	3	30
Act5C	FBgn0000042	FBtr0070823	protein_coding	0	3	0	74	2	0	0	45	0	3	0	0	0	0	0	0	0	0	0	3	24
Act5C	FBgn0000042	FBtr0100662	protein_coding	0	3	0	81	2	0	0	39	0	10	0	0	0	0	0	0	0	0	0	3	30
Act5C	FBgn0000042	FBtr0100663	protein_coding	0	3	0	79	1	0	0	38	0	10	0	0	0	0	0	0	0	0	0	3	30
Act5C	FBgn0000042	FBtr0345894	protein_coding	0	3	0	88	2	0	0	46	0	10	0	0	0	0	0	0	0	0	0	3	30
Act79B	FBgn0000045	FBtr0078478	protein_coding	0	2	0	70	1	0	0	24	0	1	0	0	0	0	0	0	0	0	0	2	44
Act79B	FBgn0000045	FBtr0334090	protein_coding	0	2	0	70	1	0	0	24	0	1	0	0	0	0	0	0	0	0	0	2	44
Act87E	FBgn0000046	FBtr0082785	protein_coding	0	9	0	122	6	0	1	50	0	8	0	0	0	0	0	0	0	0	0	9	57
Act87E	FBgn0000046	FBtr0082786	protein_coding	0	9	0	117	6	0	2	50	0	0	0	0	0	0	0	0	0	0	0	9	59
Act87E	FBgn0000046	FBtr0346242	protein_coding	0	9	0	122	8	0	1	48	0	8	0	0	0	0	0	0	0	0	0	9	57
Act88F	FBgn0000047	FBtr0083143	protein_coding	0	6	0	217	6	0	0	89	0	16	0	0	0	0	1	0	0	0	0	5	107
Actn	FBgn0000667	FBtr0070343	protein_coding	0	3	0	113	1	0	1	9	0	67	0	0	0	0	0	0	0	0	0	3	35
Actn	FBgn0000667	FBtr0070344	protein_coding	0	3	0	113	1	0	1	9	0	67	0	0	0	0	0	0	0	0	0	3	35
Actn	FBgn0000667	FBtr0070345	protein_coding	0	3	0	118	1	0	1	14	0	67	0	0	0	0	0	0	0	0	0	3	35
Actn	FBgn0000667	FBtr0303048	protein_coding	0	3	0	68	1	0	0	9	0	39	0	0	0	0	0	0	0	0	0	3	19
